"COMPOUND_ID"|"COMPOUND_NAME"|"FORMULA"|"MASS"|"KNAPSACK_ID"|"NP_ATLAS_ID"|"BIOLOGICAL_ACTIVITY"|"INCHI"|"INCHI_KEY"|"SMILES"
"181167"|"Aspulvinone D"|"C27H28O6"|"448.188589"|"N|"N|"N|"InChI=1S/C27H28O6/c1-15(2)5-7-17-11-16(6-8-20(17)28)12-23-25(30)24(26(31)32-23)19-13-18-9-10-27(3,4)33-22(18)14-21(19)29/h5-6,8,11-14,28-30H,7,9-10H2,1-4H3/b23-12-"|"WYDYFAZFMGEORI-FMCGGJTJSA-N"|"CC(=CCC1=C(C=CC(=C1)C=C2C(=C(C(=O)O2)C3=C(C=C4C(=C3)CCC(O4)(C)C)O)O)O)C"
"181169"|"Gregatin A"|"C16H20O4"|"276.136159"|"N|"N|"N|"InChI=1S/C16H20O4/c1-5-7-8-9-11-16(3)14(18)13(12(17)10-6-2)15(19-4)20-16/h6-11H,5H2,1-4H3/b8-7+,10-6+,11-9+"|"ZNVIQQYMJWBKCA-AIQQMXLGSA-N"|"CCC=CC=CC1(C(=O)C(=C(O1)OC)C(=O)C=CC)C"
"181170"|"Gregatin B"|"C14H18O4"|"250.120509"|"N|"N|"N|"InChI=1S/C14H18O4/c1-5-6-7-8-9-14(3)12(15)11(10(2)18-14)13(16)17-4/h6-9H,5H2,1-4H3/b7-6+,9-8+/t14-/m1/s1"|"BNZPIQOOHVBONM-PAMVGZKNSA-N"|"CCC=CC=CC1(C(=O)C(=C(O1)C)C(=O)OC)C"
"181171"|"Gregatin D"|"C16H22O5"|"294.146724"|"N|"N|"N|"InChI=1S/C16H22O5/c1-5-6-7-8-9-16(3)14(19)13(15(20-4)21-16)12(18)10-11(2)17/h6-9,11,17H,5,10H2,1-4H3/b7-6+,9-8+"|"MIJOUROEQMOJOM-BLHCBFLLSA-N"|"CCC=CC=CC1(C(=O)C(=C(O1)OC)C(=O)CC(C)O)C"
"181172"|"Tensidol A"|"C13H11NO3"|"229.073893"|"N|"15752"|"potentiate miconazole activity; moderate antimicrobial activity"|"InChI=1S/C13H11NO3/c15-10-7-14(6-9-4-2-1-3-5-9)13-12(10)11(16)8-17-13/h1-5,7-8,15-16H,6H2"|"GGSHHBZFOCFAIS-UHFFFAOYSA-N"|"C1=CC=C(C=C1)CN2C=C(C3=C2OC=C3O)O"
"181173"|"Tensidol B"|"C18H17NO6"|"343.105587"|"N|"19797"|"potentiate miconazole activity; moderate antimicrobial activity"|"InChI=1S/C18H17NO6/c1-11(18(22)23)7-15(21)25-14-9-19(8-12-5-3-2-4-6-12)17-16(14)13(20)10-24-17/h2-6,9-11,20H,7-8H2,1H3,(H,22,23)"|"LDZBUYXPAQBTQJ-UHFFFAOYSA-N"|"CC(CC(=O)OC1=CN(C2=C1C(=CO2)O)CC3=CC=CC=C3)C(=O)O"
"181174"|"Tetronic acid"|"C4H4O3"|"100.016044"|"N|"N|"N|"InChI=1S/C4H4O3/c5-3-1-4(6)7-2-3/h1-2H2"|"JCGNDDUYTRNOFT-UHFFFAOYSA-N"|"C1C(=O)COC1=O"
"181175"|"5,6-dihydro-5(S)-acetoxy-6(S)-(1,2-trans propenyl)-2H-pyran-2-one"|"C10H12O4"|"196.073559"|"N|"6860"|"N|"InChI=1S/C10H12O4/c1-3-4-8-9(13-7(2)11)5-6-10(12)14-8/h3-6,8-9H,1-2H3/b4-3+/t8-,9-/m0/s1"|"SXCIHQFSGVEIHK-FBFNWGNUSA-N"|"CC=CC1C(C=CC(=O)O1)OC(=O)C"
"181176"|"Aspersitin"|"C14H21NO4"|"267.147058"|"N|"19606"|"N|"InChI=1S/C14H21NO4/c1-6-7(2)10(16)9-11(19-5)8(3)13(17)14(4,18)12(9)15/h7,18H,6,15H2,1-5H3/t7-,14+/m0/s1"|"UYJPMNCMOPWWNM-JKYUHCHBSA-N"|"CCC(C)C(=O)C1=C(C(C(=O)C(=C1OC)C)(C)O)N"
"181177"|"Aspiketolactonol"|"C9H12O4"|"184.073559"|"N|"3173"|"N|"InChI=1S/C9H12O4/c1-5(10)3-7-4-8(6(2)11)13-9(7)12/h4,6,8,11H,3H2,1-2H3/t6-,8+/m0/s1"|"XMQWHCLRSSKUPV-POYBYMJQSA-N"|"CC(C1C=C(C(=O)O1)CC(=O)C)O"
"181178"|"Erythroglaucin"|"C16H12O6"|"300.063388"|"N|"N|"N|"InChI=1S/C16H12O6/c1-6-3-9(17)12-13(14(6)19)15(20)8-4-7(22-2)5-10(18)11(8)16(12)21/h3-5,17-19H,1-2H3"|"VUUONEBXXLQCQX-UHFFFAOYSA-N"|"CC1=CC(=C2C(=C1O)C(=O)C3=C(C2=O)C(=CC(=C3)OC)O)O"
"181179"|"Viomellin"|"C30H24O11"|"560.131862"|"C00049329"|"N|"N|"InChI=1S/C30H24O11/c1-10-5-12-7-14-9-16(38-3)21(25(33)17(14)24(32)18(12)29(36)40-10)22-27(35)20-15(23(31)28(22)39-4)8-13-6-11(2)41-30(37)19(13)26(20)34/h7-11,32-34H,5-6H2,1-4H3/t10-,11-/m1/s1"|"CKVKZAJXACTIEL-GHMZBOCLSA-N"|"CC1CC2=CC3=C(C(=C2C(=O)O1)O)C(=O)C(=C(C3=O)OC)C4=C(C5=C(C6=C(CC(OC6=O)C)C=C5C=C4OC)O)O"
"181180"|"Citreoisocoumarin"|"C14H14O6"|"278.079038"|"N|"N|"N|"InChI=1S/C14H14O6/c1-7(15)2-9(16)5-11-4-8-3-10(17)6-12(18)13(8)14(19)20-11/h3-4,6,9,16-18H,2,5H2,1H3/t9-/m1/s1"|"OSPHTXUUCFLMQA-SECBINFHSA-N"|"CC(=O)CC(CC1=CC2=CC(=CC(=C2C(=O)O1)O)O)O"
"181181"|"Citrinin"|"C13H14O5"|"250.084124"|"C00029979"|"N|"N|"InChI=1S/C13H14O5/c1-5-7(3)18-4-8-9(5)6(2)11(14)10(12(8)15)13(16)17/h4-5,7,14H,1-3H3,(H,16,17)/t5-,7-/m1/s1"|"CBGDIJWINPWWJW-IYSWYEEDSA-N"|"CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C"
"181182"|"Fulvic acid"|"C14H12O8"|"308.053217"|"N|"N|"N|"InChI=1S/C14H12O8/c1-14(20)3-8-5(4-21-14)11(16)9-7(22-8)2-6(15)12(17)10(9)13(18)19/h2,15,17,20H,3-4H2,1H3,(H,18,19)"|"FCYKAQOGGFGCMD-UHFFFAOYSA-N"|"CC1(CC2=C(CO1)C(=O)C3=C(O2)C=C(C(=C3C(=O)O)O)O)O"
"181183"|"Pestalamide C"|"C15H16N2O3"|"272.116092"|"N|"N|"N|"InChI=1S/C15H16N2O3/c16-15(20)13-10-17(6-7-18)12(9-14(13)19)8-11-4-2-1-3-5-11/h1-5,9-10,18H,6-8H2,(H2,16,20)"|"UDMZEYMXXKXZBY-UHFFFAOYSA-N"|"C1=CC=C(C=C1)CC2=CC(=O)C(=CN2CCO)C(=O)N"
"181184"|"2-hydroxy-3-methyl-1,4-benzoquinone"|"C7H6O3"|"138.031694"|"N|"N|"N|"InChI=1S/C7H6O3/c1-4-5(8)2-3-6(9)7(4)10/h2-3,10H,1H3"|"CGINXMWZYDKDBX-UHFFFAOYSA-N"|"CC1=C(C(=O)C=CC1=O)O"
"181185"|"Aspergiodiquinone"|"C12H10O4"|"218.057909"|"N|"12326"|"N|"InChI=1S/C12H10O4/c1-5-3-7(13)4-8-9(5)10(14)6(2)11(15)12(8)16/h3-4,13-14H,1-2H3"|"OMTIZOWMNANSKM-UHFFFAOYSA-N"|"CC1=CC(=CC2=C1C(=C(C(=O)C2=O)C)O)O"
"181186"|"Asperthecin"|"C15H10O8"|"318.037567"|"N|"5176"|"N|"InChI=1S/C15H10O8/c16-3-4-1-5-8(15(23)11(4)19)14(22)9-6(17)2-7(18)13(21)10(9)12(5)20/h1-2,16-19,21,23H,3H2"|"DLOLMYKOOZLTPY-UHFFFAOYSA-N"|"C1=C(C(=C(C2=C1C(=O)C3=C(C2=O)C(=CC(=C3O)O)O)O)O)CO"
"181188"|"Averythrin"|"C20H18O6"|"354.110338"|"N|"15028"|"N|"InChI=1S/C20H18O6/c1-2-3-4-5-6-11-14(22)9-13-17(19(11)25)20(26)16-12(18(13)24)7-10(21)8-15(16)23/h5-9,21-23,25H,2-4H2,1H3/b6-5+"|"RTXQNGWQTJTHCK-AATRIKPKSA-N"|"CCCCC=CC1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O"
"181189"|"Pachybasin"|"C15H10O3"|"238.062994"|"N|"N|"N|"InChI=1S/C15H10O3/c1-8-6-11-13(12(16)7-8)15(18)10-5-3-2-4-9(10)14(11)17/h2-7,16H,1H3"|"AFHWNNJNTNLCQF-UHFFFAOYSA-N"|"CC1=CC2=C(C(=C1)O)C(=O)C3=CC=CC=C3C2=O"
"181190"|"Violaceoid A"|"C14H20O3"|"236.141244"|"N|"3561"|"N|"InChI=1S/C14H20O3/c1-2-3-4-5-6-7-11-12(10-15)14(17)9-8-13(11)16/h6-9,15-17H,2-5,10H2,1H3/b7-6+"|"PTXOZTNDVQYKHC-VOTSOKGWSA-N"|"CCCCCC=CC1=C(C=CC(=C1CO)O)O"
"181191"|"Violaceoid B"|"C14H22O4"|"254.151809"|"N|"6993"|"N|"InChI=1S/C14H22O4/c1-2-3-4-5-6-12(17)14-10(9-15)11(16)7-8-13(14)18/h7-8,12,15-18H,2-6,9H2,1H3"|"UAIOXSJSOUCTHE-UHFFFAOYSA-N"|"CCCCCCC(C1=C(C=CC(=C1CO)O)O)O"
"181192"|"Violaceoid C"|"C14H22O3"|"238.156895"|"N|"18468"|"N|"InChI=1S/C14H22O3/c1-2-3-4-5-6-7-11-12(10-15)14(17)9-8-13(11)16/h8-9,15-17H,2-7,10H2,1H3"|"OBUAVYZMEDOAEY-UHFFFAOYSA-N"|"CCCCCCCC1=C(C=CC(=C1CO)O)O"
"181193"|"Violaceoid D"|"C14H22O3"|"238.156895"|"N|"18599"|"N|"InChI=1S/C14H22O3/c1-2-3-4-5-8-13(16)11-7-6-9-14(17)12(11)10-15/h6-7,9,13,15-17H,2-5,8,10H2,1H3"|"YFHSCNMWYNQDGC-UHFFFAOYSA-N"|"CCCCCCC(C1=C(C(=CC=C1)O)CO)O"
"181194"|"Violaceoid E"|"C14H22O4"|"254.151809"|"N|"743"|"N|"InChI=1S/C14H22O4/c1-2-3-4-5-6-7-10-11(9-15)12(16)8-13(17)14(10)18/h6-7,13-15,17-18H,2-5,8-9H2,1H3/b7-6+"|"STNLGQLIXQWBJR-VOTSOKGWSA-N"|"CCCCCC=CC1=C(C(=O)CC(C1O)O)CO"
"181195"|"Viridicatol"|"C15H11NO3"|"253.073893"|"N|"N|"N|"InChI=1S/C15H11NO3/c17-10-5-3-4-9(8-10)13-11-6-1-2-7-12(11)16-15(19)14(13)18/h1-8,17-18H,(H,16,19)"|"QIJIOTTYIGBOQA-UHFFFAOYSA-N"|"C1=CC=C2C(=C1)C(=C(C(=O)N2)O)C3=CC(=CC=C3)O"
"181196"|"5alpha,8alpha-epidioxyergosta-6,22-dien-3beta-ol"|"C28H44O3"|"428.329045"|"N|"N|"N|"InChI=1S/C28H44O3/c1-18(2)19(3)7-8-20(4)22-9-10-23-25(22,5)13-12-24-26(6)14-11-21(29)17-27(26)15-16-28(23,24)31-30-27/h7-8,15-16,18-24,29H,9-14,17H2,1-6H3/b8-7+/t19-,20+,21-,22+,23+,24+,25+,26+,27+,28-/m0/s1"|"VXOZCESVZIRHCJ-KGHQQZOUSA-N"|"CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C24C=CC5(C3(CCC(C5)O)C)OO4)C"
"181197"|"Isocyathisterol"|"C28H42O2"|"410.318481"|"N|"15406"|"N|"InChI=1S/C28H42O2/c1-18(2)19(3)7-8-20(4)23-9-10-24-27(23,6)15-13-25-26(5)14-12-22(29)17-21(26)11-16-28(24,25)30/h7-8,11,16-20,23-25,30H,9-10,12-15H2,1-6H3/b8-7+/t19-,20+,23+,24+,25+,26-,27+,28+/m0/s1"|"UVNYUMXKLUCIGN-CMLOMSQHSA-N"|"CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2(C=CC4=CC(=O)CCC34C)O)C"
"181198"|"Rosellichalasin"|"C28H33NO5"|"463.235873"|"N|"N|"N|"InChI=1S/C28H33NO5/c1-16-9-8-12-20-25-27(4,34-25)18(3)23-21(15-19-10-6-5-7-11-19)29-26(32)28(20,23)33-22(30)14-13-17(2)24(16)31/h5-8,10-13,16,18,20-21,23,25H,9,14-15H2,1-4H3,(H,29,32)/b12-8+,17-13-"|"XNIXILZHFOBLTQ-QCNUPDNZSA-N"|"CC1CC=CC2C3C(O3)(C(C4C2(C(=O)NC4CC5=CC=CC=C5)OC(=O)CC=C(C1=O)C)C)C"
"181199"|"Violaceol I"|"C14H14O5"|"262.084124"|"N|"N|"N|"InChI=1S/C14H14O5/c1-7-3-9(15)13(17)11(5-7)19-12-6-8(2)4-10(16)14(12)18/h3-6,15-18H,1-2H3"|"YRZXKRQRZJMBFT-UHFFFAOYSA-N"|"CC1=CC(=C(C(=C1)OC2=CC(=CC(=C2O)O)C)O)O"
"181200"|"Violaceol II"|"C14H14O5"|"262.084124"|"N|"N|"N|"InChI=1S/C14H14O5/c1-7-4-10(16)14(11(17)5-7)19-12-6-8(2)3-9(15)13(12)18/h3-6,15-18H,1-2H3"|"SXPZFHCIUAADLD-UHFFFAOYSA-N"|"CC1=CC(=C(C(=C1)O)OC2=CC(=CC(=C2O)O)C)O"
"181201"|"3-Hydroxyterphenyllin"|"C20H18O6"|"354.110338"|"C00018227"|"16045"|"N|"InChI=1S/C20H18O6/c1-25-17-10-14(11-3-6-13(21)7-4-11)20(26-2)19(24)18(17)12-5-8-15(22)16(23)9-12/h3-10,21-24H,1-2H3"|"YLSPFNUVVOKJDF-UHFFFAOYSA-N"|"COC1=C(C(=C(C(=C1)C2=CC=C(C=C2)O)OC)O)C3=CC(=C(C=C3)O)O"
"181202"|"4''-dehydro-3-hydroxyterphenyllin"|"C20H18O5"|"338.115424"|"N|"8202"|"Antineoplastic"|"InChI=1S/C20H18O5/c1-24-17-11-14(12-6-4-3-5-7-12)20(25-2)19(23)18(17)13-8-9-15(21)16(22)10-13/h3-11,21-23H,1-2H3"|"QVPSTGJFYRHFSU-UHFFFAOYSA-N"|"COC1=C(C(=C(C(=C1)C2=CC=CC=C2)OC)O)C3=CC(=C(C=C3)O)O"
"181203"|"Aspergentisyl A"|"C14H18O3"|"234.125594"|"N|"11502"|"N|"InChI=1S/C14H18O3/c1-2-3-4-5-6-7-11-12(10-15)14(17)9-8-13(11)16/h2-5,8-9,15-17H,6-7,10H2,1H3"|"BLJACAZTWNHFLF-UHFFFAOYSA-N"|"CC=CC=CCCC1=C(C=CC(=C1CO)O)O"
"181204"|"Aspergentisyl B"|"C15H20O3"|"248.141244"|"N|"11694"|"N|"InChI=1S/C15H20O3/c1-3-4-5-6-7-8-12-13(11-18-2)15(17)10-9-14(12)16/h3-6,9-10,16-17H,7-8,11H2,1-2H3"|"VIRRSSOWRCQPPA-UHFFFAOYSA-N"|"CC=CC=CCCC1=C(C=CC(=C1COC)O)O"
"181205"|"Aspergillazine A"|"C20H20N2O8S"|"448.094037"|"N|"N|"N|"InChI=1S/C20H20N2O8S/c1-27-12-5-3-9-7-10(17(24)29-14(9)15(12)28-2)21-18(25)20-8-19(26)13(31-20)6-4-11(23)16(19)30-22-20/h3-7,11,13,16,22-23,26H,8H2,1-2H3,(H,21,25)/t11-,13-,16+,19+,20+/m1/s1"|"BORNJBKYDWJXSF-JKRAONCPSA-N"|"COC1=C(C2=C(C=C1)C=C(C(=O)O2)NC(=O)C34CC5(C(S3)C=CC(C5ON4)O)O)OC"
"181206"|"Aspergillazine C"|"C20H22N2O8S"|"450.109687"|"N|"6419"|"N|"InChI=1S/C20H22N2O8S/c1-28-12-5-3-9-7-10(17(25)30-14(9)15(12)29-2)22-18(26)20(21)8-19(27)13(31-20)6-4-11(23)16(19)24/h3-7,11,13,16,23-24,27H,8,21H2,1-2H3,(H,22,26)/t11-,13-,16+,19+,20?/m1/s1"|"LDSUQPVEEKUWMR-SEQHAUAXSA-N"|"COC1=C(C2=C(C=C1)C=C(C(=O)O2)NC(=O)C3(CC4(C(S3)C=CC(C4O)O)O)N)OC"
"181207"|"Aspergillazine D"|"C20H22N2O9"|"434.13253"|"N|"11827"|"N|"InChI=1S/C20H22N2O9/c1-28-12-5-3-9-7-10(17(25)30-14(9)15(12)29-2)22-18(26)20(21)8-19(27)13(31-20)6-4-11(23)16(19)24/h3-7,11,13,16,23-24,27H,8,21H2,1-2H3,(H,22,26)/t11-,13-,16+,19+,20+/m1/s1"|"YZDMAZKSIAAIAV-JKRAONCPSA-N"|"COC1=C(C2=C(C=C1)C=C(C(=O)O2)NC(=O)C3(CC4(C(O3)C=CC(C4O)O)O)N)OC"
"181208"|"Candidusin A"|"C20H16O6"|"352.094688"|"C00023722"|"N|"N|"InChI=1S/C20H16O6/c1-24-17-8-12(10-3-5-11(21)6-4-10)19(25-2)20-18(17)13-7-14(22)15(23)9-16(13)26-20/h3-9,21-23H,1-2H3"|"LMJVXQOOTLMXHB-UHFFFAOYSA-N"|"COC1=C2C3=CC(=C(C=C3OC2=C(C(=C1)C4=CC=C(C=C4)O)OC)O)O"
"181209"|"Candidusin C"|"C21H18O6"|"366.110338"|"C00036872"|"19856"|"N|"InChI=1S/C21H18O6/c1-24-12-6-4-11(5-7-12)13-9-18(25-2)19-14-8-15(22)16(23)10-17(14)27-21(19)20(13)26-3/h4-10,22-23H,1-3H3"|"WGKJZQZVJSKRPI-UHFFFAOYSA-N"|"COC1=CC=C(C=C1)C2=CC(=C3C4=CC(=C(C=C4OC3=C2OC)O)O)OC"
"181210"|"Candidusin B"|"C20H16O7"|"368.089603"|"C00023723"|"N|"N|"InChI=1S/C20H16O7/c1-25-17-7-10(9-3-4-12(21)13(22)5-9)19(26-2)20-18(17)11-6-14(23)15(24)8-16(11)27-20/h3-8,21-24H,1-2H3"|"BSCBIPAJRHENCS-UHFFFAOYSA-N"|"COC1=C2C3=CC(=C(C=C3OC2=C(C(=C1)C4=CC(=C(C=C4)O)O)OC)O)O"
"181211"|"Carbonarin A"|"C33H26O10"|"582.152597"|"N|"N|"N|"InChI=1S/C33H26O10/c1-15-10-24(36)29-30(37)28-21(13-19(40-2)14-25(28)41-3)27(31(29)42-15)20-12-17(6-9-23(20)35)26-22(32(38)43-33(26)39)11-16-4-7-18(34)8-5-16/h4-10,12-14,32,34-35,37-38H,11H2,1-3H3"|"ZTNRTUVDIZTLRY-UHFFFAOYSA-N"|"CC1=CC(=O)C2=C(C3=C(C=C(C=C3OC)OC)C(=C2O1)C4=C(C=CC(=C4)C5=C(C(OC5=O)O)CC6=CC=C(C=C6)O)O)O"
"181212"|"Carbonarin B"|"C33H26O10"|"582.152597"|"N|"N|"N|"InChI=1S/C33H26O10/c1-15-10-24(36)29-30(37)27(21-13-19(40-2)14-25(41-3)28(21)31(29)42-15)20-12-17(6-9-23(20)35)26-22(32(38)43-33(26)39)11-16-4-7-18(34)8-5-16/h4-10,12-14,32,34-35,37-38H,11H2,1-3H3"|"CFSTXLKOHAGFRC-UHFFFAOYSA-N"|"CC1=CC(=O)C2=C(O1)C3=C(C=C(C=C3OC)OC)C(=C2O)C4=C(C=CC(=C4)C5=C(C(OC5=O)O)CC6=CC=C(C=C6)O)O"
"181213"|"Carbonarin I"|"C34H31NO10"|"613.194796"|"N|"13175"|"N|"InChI=1S/C34H31NO10/c1-34(41)14-24(38)30-31(39)29-21(12-19(42-2)13-26(29)44-4)28(32(30)45-34)20-11-17(6-8-22(20)36)27-18(15-35-33(27)40)9-16-5-7-23(37)25(10-16)43-3/h5-8,10-13,36-37,39,41H,9,14-15H2,1-4H3,(H,35,40)"|"QCASCFJHZCUOGX-UHFFFAOYSA-N"|"CC1(CC(=O)C2=C(C3=C(C=C(C=C3OC)OC)C(=C2O1)C4=C(C=CC(=C4)C5=C(CNC5=O)CC6=CC(=C(C=C6)O)OC)O)O)O"
"181214"|"Carbonarin J"|"C34H29NO9"|"595.184232"|"N|"17032"|"N|"InChI=1S/C34H29NO9/c1-16-9-25(38)31-32(39)30-22(13-20(41-2)14-27(30)43-4)29(33(31)44-16)21-12-18(6-8-23(21)36)28-19(15-35-34(28)40)10-17-5-7-24(37)26(11-17)42-3/h5-9,11-14,36-37,39H,10,15H2,1-4H3,(H,35,40)"|"PXVHMBYUIBUMBP-UHFFFAOYSA-N"|"CC1=CC(=O)C2=C(C3=C(C=C(C=C3OC)OC)C(=C2O1)C4=C(C=CC(=C4)C5=C(CNC5=O)CC6=CC(=C(C=C6)O)OC)O)O"
"181215"|"Prenylcandidusin A"|"C25H24O6"|"420.157288"|"N|"11946"|"Antineoplastic;Cytotoxic"|"InChI=1S/C25H24O6/c1-13(2)5-6-15-9-14(7-8-18(15)26)16-11-22(29-3)23-17-10-19(27)20(28)12-21(17)31-25(23)24(16)30-4/h5,7-12,26-28H,6H2,1-4H3"|"BNLTUQWJGCSQHG-UHFFFAOYSA-N"|"CC(=CCC1=C(C=CC(=C1)C2=CC(=C3C4=CC(=C(C=C4OC3=C2OC)O)O)OC)O)C"
"181216"|"Prenylcandidusin B"|"C27H28O6"|"448.188589"|"N|"7014"|"Antineoplastic"|"InChI=1S/C27H28O6/c1-15(2)7-8-17-11-16(9-10-20(17)28)18-12-24(31-5)25-19-13-22(29-3)23(30-4)14-21(19)33-27(25)26(18)32-6/h7,9-14,28H,8H2,1-6H3"|"JIAZRMIMWOXXHE-UHFFFAOYSA-N"|"CC(=CCC1=C(C=CC(=C1)C2=CC(=C3C4=CC(=C(C=C4OC3=C2OC)OC)OC)OC)O)C"
"181217"|"Prenylcandidusin C"|"C26H26O6"|"434.172939"|"N|"6543"|"Antineoplastic"|"InChI=1S/C26H26O6/c1-14(2)6-7-16-10-15(8-9-19(16)27)17-12-23(30-4)24-18-11-20(28)22(29-3)13-21(18)32-26(24)25(17)31-5/h6,8-13,27-28H,7H2,1-5H3"|"HWBQSNYBSJLMIS-UHFFFAOYSA-N"|"CC(=CCC1=C(C=CC(=C1)C2=CC(=C3C4=CC(=C(C=C4OC3=C2OC)OC)O)OC)O)C"
"181218"|"Prenylterphenyllin A"|"C25H26O6"|"422.172939"|"N|"10202"|"Cytotoxic;Antineoplastic"|"InChI=1S/C25H26O6/c1-14(2)5-6-16-11-15(7-9-19(16)26)18-13-22(30-3)23(24(29)25(18)31-4)17-8-10-20(27)21(28)12-17/h5,7-13,26-29H,6H2,1-4H3"|"VMYTYXJHKQRPTA-UHFFFAOYSA-N"|"CC(=CCC1=C(C=CC(=C1)C2=CC(=C(C(=C2OC)O)C3=CC(=C(C=C3)O)O)OC)O)C"
"181219"|"Prenylterphenyllin B"|"C25H26O5"|"406.178024"|"N|"2315"|"Cytotoxic;Antineoplastic"|"InChI=1S/C25H26O5/c1-15(2)5-6-18-13-17(9-12-21(18)27)20-14-22(29-3)23(24(28)25(20)30-4)16-7-10-19(26)11-8-16/h5,7-14,26-28H,6H2,1-4H3"|"IWVBXHCTGZHCPU-UHFFFAOYSA-N"|"CC(=CCC1=C(C=CC(=C1)C2=CC(=C(C(=C2OC)O)C3=CC=C(C=C3)O)OC)O)C"
"181220"|"Prenylterphenyllin C"|"C25H26O6"|"422.172939"|"N|"16466"|"Cytotoxic;Antineoplastic"|"InChI=1S/C25H26O6/c1-14(2)5-6-16-11-17(12-20(27)23(16)28)22-21(30-3)13-19(25(31-4)24(22)29)15-7-9-18(26)10-8-15/h5,7-13,26-29H,6H2,1-4H3"|"MSCQYWSENVKIPX-UHFFFAOYSA-N"|"CC(=CCC1=C(C(=CC(=C1)C2=C(C=C(C(=C2O)OC)C3=CC=C(C=C3)O)OC)O)O)C"
"181221"|"Arenarin A"|"C24H22O6"|"406.141638"|"C00049853"|"19050"|"Antiviral activity"|"InChI=1S/C24H22O6/c1-13(2)8-9-29-21-11-16-17-10-19(27)22(14-4-6-15(25)7-5-14)24(28-3)23(17)30-20(16)12-18(21)26/h4-8,10-12,25-27H,9H2,1-3H3"|"UHQZRZCHRCXKDE-UHFFFAOYSA-N"|"CC(=CCOC1=C(C=C2C(=C1)C3=CC(=C(C(=C3O2)OC)C4=CC=C(C=C4)O)O)O)C"
"181224"|"Arugosin H"|"C20H20O6"|"356.125988"|"N|"N|"N|"InChI=1S/C20H20O6/c1-10(2)4-5-12-6-7-14(22)17(19(12)25)20(26)16-13(9-21)18(24)11(3)8-15(16)23/h4,6-9,22-25H,5H2,1-3H3"|"CZDJEEIZTUDKDU-UHFFFAOYSA-N"|"CC1=CC(=C(C(=C1O)C=O)C(=O)C2=C(C=CC(=C2O)CC=C(C)C)O)O"
"181225"|"Arugosin K"|"C28H32O7"|"480.214803"|"N|"21555"|"N|"InChI=1S/C28H32O7/c1-16(2)11-13-33-26-17(3)14-22(32-7)23(20(26)15-34-18(4)29)25(31)24-21(30)9-8-19-10-12-28(5,6)35-27(19)24/h8-12,14,30H,13,15H2,1-7H3"|"JGRUHZCZCFFQQH-UHFFFAOYSA-N"|"CC1=CC(=C(C(=C1OCC=C(C)C)COC(=O)C)C(=O)C2=C(C=CC3=C2OC(C=C3)(C)C)O)OC"
"181228"|"Dehydrocurvularin"|"C16H18O5"|"290.115424"|"N|"N|"N|"InChI=1S/C16H18O5/c1-10-5-3-2-4-6-13(18)16-11(8-15(20)21-10)7-12(17)9-14(16)19/h4,6-7,9-10,17,19H,2-3,5,8H2,1H3/b6-4+/t10-/m0/s1"|"AVIRMQMUBGNCKS-RWCYGVJQSA-N"|"CC1CCCC=CC(=O)C2=C(CC(=O)O1)C=C(C=C2O)O"
"181229"|"Diorcinol"|"C14H14O3"|"230.094294"|"N|"N|"N|"InChI=1S/C14H14O3/c1-9-3-11(15)7-13(5-9)17-14-6-10(2)4-12(16)8-14/h3-8,15-16H,1-2H3"|"SPCJQQBYWVGMQG-UHFFFAOYSA-N"|"CC1=CC(=CC(=C1)OC2=CC(=CC(=C2)O)C)O"
"181230"|"O-Methylasparvenone"|"C13H16O4"|"236.104859"|"N|"N|"N-free 5HT2C antagonist with moderate affinity "|"InChI=1S/C13H16O4/c1-3-7-11(17-2)6-8-9(14)4-5-10(15)12(8)13(7)16/h6,9,14,16H,3-5H2,1-2H3/t9-/m1/s1"|"NNATXEPYMGAPGR-SECBINFHSA-N"|"CCC1=C(C=C2C(CCC(=O)C2=C1O)O)OC"
"181231"|"Carnequinazoline A"|"C18H21N3O2"|"311.163377"|"N|"N|"N|"InChI=1S/C18H21N3O2/c1-10(2)9-14-16-19-13-8-6-5-7-12(13)18(23)21(16)15(11(3)4)17(22)20-14/h5-11,15H,1-4H3,(H,20,22)/b14-9-/t15-/m0/s1"|"RBFIISQAYNLQQY-MZLJFPOFSA-N"|"CC(C)C=C1C2=NC3=CC=CC=C3C(=O)N2C(C(=O)N1)C(C)C"
"181232"|"Carnequinazoline B"|"C18H21N3O3"|"327.158292"|"N|"N|"N|"InChI=1S/C18H21N3O3/c1-9(2)8-12-16-20-14-11(6-5-7-13(14)22)18(24)21(16)15(10(3)4)17(23)19-12/h5-10,15,22H,1-4H3,(H,19,23)/b12-8-/t15-/m0/s1"|"UVGDCLGJXMBOBD-PINLSGDHSA-N"|"CC(C)C=C1C2=NC3=C(C=CC=C3O)C(=O)N2C(C(=O)N1)C(C)C"
